plant_number,plant_name,compound_name,molecular_weight,logP,h_bond_donors,h_bond_acceptors,tpsa,rotatable_bonds,rule_of_5_violations,drug_like_lipinski,smiles,inchikey,doi
161,Nauclea orientalis,"(2R,3S,4R,5R,6S)-2-[[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[(3,4,5-trimethoxyphenyl)methyl]oxane-3,4,5-triol",476.48,-2.44,6,12,176.76,9,2,False,COC1=CC(=CC(=C1OC)OC)C[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@](CO3)(CO)O)O)O)O)O,ZEJKLTXPDGZDBD-XFRIDPOZSA-N,10.1021/NP010042G
161,Nauclea orientalis,"(E)-2-[(2R,3Z,12bR)-3-(hydroxymethylidene)-4-oxo-1,2,6,7,12,12b-hexahydroindolo[2,3-a]quinolizin-2-yl]but-2-enal",336.39,3.2,2,3,73.4,2,0,True,C/C=C(/C=O)\[C@H]\1C[C@@H]2C3=C(CCN2C(=O)/C1=C\O)C4=CC=CC=C4N3,HUJVAYKPOUYFBT-URTDTJLLSA-N,10.1016/J.FITOTE.2010.05.004
161,Nauclea orientalis,10-Hydroxyangustine,329.36,3.45,2,4,70.91,1,0,True,C=CC1=CN=CC2=C1C=C3C4=C(CCN3C2=O)C5=C(N4)C=CC(=C5)O,OMUZOORUXOSLTN-UHFFFAOYSA-N,10.1055/S-2006-961387
161,Nauclea orientalis,10-Hydroxystrictosamide,514.53,0.18,6,9,164.94,4,2,False,C=C[C@@H]1[C@@H]2C[C@H]3C4=C(CCN3C(=O)C2=CO[C@H]1O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C6=C(N4)C=CC(=C6)O,ZDYTVCFDZWEYRR-KDLXYAJASA-N,10.1055/S-2006-960052
161,Nauclea orientalis,"10-[3,4-dihydroxy-6-methyl-5-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-2-yl]oxy-1,2,6b,9,9,12a-hexamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-4a,6a-dicarboxylic acid",764.95,3.47,7,11,212.67,6,3,False,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C)OC7C(C(C(CO7)O)O)O)O)O)C)C)C2C1C)C(=O)O)C(=O)O,CVLTVRFXFZFTHI-UHFFFAOYSA-N,10.1248/CPB.15.1682
161,Nauclea orientalis,"3,4,5-trimethoxyphenyl-1-O-β-D-apiofuranosyl-(1→6)-O-β-D-glucopyranoside",478.45,-2.64,6,13,185.99,9,2,False,COC1=CC(=CC(=C1OC)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@](CO3)(CO)O)O)O)O)O,CKGKQISENBKOCA-FHXQZXMCSA-N,10.1021/NP0498612
161,Nauclea orientalis,"3-hydroxy-2-[(1R)-1-hydroxyethyl]-7,12-dihydro-6H-indolo[2,3-a]quinolizin-4-one",296.33,2.31,3,4,78.25,1,0,True,C[C@H](C1=C(C(=O)N2CCC3=C(C2=C1)NC4=CC=CC=C34)O)O,LKRLGESJYWCNLY-SECBINFHSA-N,10.1021/NP010042G
161,Nauclea orientalis,Angustoline,331.38,3.15,2,4,70.91,1,0,True,CC(C1=C2C=C3C4=C(CCN3C(=O)C2=CN=C1)C5=CC=CC=C5N4)O,NDHJXXLIRWAMEN-UHFFFAOYSA-N,10.1055/S-2006-961387
161,Nauclea orientalis,Antirhine,296.41,3.27,2,2,39.26,3,0,True,C=C[C@@H](CO)[C@H]1CCN2CCC3=C([C@@H]2C1)NC4=CC=CC=C34,RYMNVEAAYOFGCI-DEYYWGMASA-N,10.1080/14786419.2017.1395429
161,Nauclea orientalis,Covi-ox,430.72,8.84,1,2,29.46,12,1,True,CC1=C(C2=C(CC[C@@](O2)(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(C)C)C(=C1O)C)C,GVJHHUAWPYXKBD-IHMCZWCLSA-N,10.3987/COM-98-S12
161,Nauclea orientalis,"Methyl 1,3,4,5-tetrahydroxycyclohexane-1-carboxylate",206.19,-2.23,4,6,107.22,1,0,True,COC(=O)C1(CC(C(C(C1)O)O)O)O,GBNSPDJKJDIAFT-UHFFFAOYSA-N,10.3987/COM-98-S12
161,Nauclea orientalis,"Methyl 3-[3-(3,4-dihydroxyphenyl)prop-2-enoyloxy]-1,4,5-trihydroxycyclohexane-1-carboxylate",368.34,-0.56,5,9,153.75,4,0,True,COC(=O)C1(CC(C(C(C1)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O)O,MZNIJRAPCCELQX-UHFFFAOYSA-N,10.3987/COM-98-S12
161,Nauclea orientalis,Norketoyobirine,286.33,3.71,1,2,37.79,0,0,True,C1CN2C(=CC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4,FPHSGABECBHHIN-UHFFFAOYSA-N,10.1055/S-2006-961387
161,Nauclea orientalis,Parvine,287.32,3.1,1,3,50.68,0,0,True,C1CN2C(=CC3=C(C2=O)C=NC=C3)C4=C1C5=CC=CC=C5N4,BGFQUYBVDVRJSP-UHFFFAOYSA-N,10.1055/S-2006-961387
161,Nauclea orientalis,angustine,313.36,3.74,1,3,50.68,1,0,True,C=CC1=CN=CC2=C1C=C3C4=C(CCN3C2=O)C5=CC=CC=C5N4,FACXQEOSOVJIPD-UHFFFAOYSA-N,10.1016/S0031-9422(00)91432-8
161,Nauclea orientalis,nauclealine A,330.34,3.3,1,4,68.0,1,0,True,C=CC1=COC(=O)C2=C1C=C3C4=C(CCN3C2=O)C5=CC=CC=C5N4,PFHFCRSABQWBLK-UHFFFAOYSA-N,10.1021/NP0498612
161,Nauclea orientalis,pomolic acid,472.71,6.2,3,3,77.76,1,1,True,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)C)[C@@H]2[C@]1(C)O)C)C(=O)O,ZZTYPLSBNNGEIS-OPAXANQDSA-N,10.3987/COM-98-S12
161,Nauclea orientalis,scopoletin,192.17,1.51,1,4,59.67,1,0,True,COC1=C(C=C2C(=C1)C=CC(=O)O2)O,RODXRVNMMDRFIK-UHFFFAOYSA-N,10.3987/COM-98-S12
167,Nelumbo nucifera,"(+)-1,2-Methylenedioxy-5,6,6aalpha,7-tetrahydro-4H-dibenzo[de,g]quinoline",265.31,2.83,1,3,30.49,0,0,True,C1CN[C@H]2CC3=CC=CC=C3C4=C2C1=CC5=C4OCO5,VZTUKBKUWSHDFM-ZDUSSCGKSA-N,10.1248/YAKUSHI1947.90.9_1165
167,Nelumbo nucifera,(+)-Boscialin,226.32,1.68,2,3,57.53,2,0,True,C[C@H]1C[C@H](CC([C@@]1(/C=C/C(=O)C)O)(C)C)O,CWLKAPCFJXJCEO-JFALBFGYSA-N,10.1016/J.BMCL.2013.04.013
167,Nelumbo nucifera,(+)-Epiloliolide,196.25,1.41,1,3,46.53,0,0,True,C[C@@]12C[C@@H](CC(C1=CC(=O)O2)(C)C)O,XEVQXKKKAVVSMW-RDDDGLTNSA-N,10.1016/J.BMCL.2013.04.013
167,Nelumbo nucifera,(+)-armepavine,313.4,3.18,1,4,41.93,4,0,True,CN1CCC2=CC(=C(C=C2[C@@H]1CC3=CC=C(C=C3)O)OC)OC,ZBKFZIUKXTWQTP-KRWDZBQOSA-N,10.1016/J.EJPHAR.2005.11.062
167,Nelumbo nucifera,(+)-catechin,290.27,1.55,5,6,110.38,1,0,True,C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,PFTAWBLQPZVEMU-DZGCQCFKSA-N,10.1055/S-2007-990223
167,Nelumbo nucifera,(+)-epitaxifolin,304.25,1.19,5,7,127.45,1,0,True,C1=CC(=C(C=C1[C@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,CXQWRCVTCMQVQX-GJZGRUSLSA-N,10.1016/J.BMCL.2013.04.013
167,Nelumbo nucifera,(+/-)-4-terpineol,154.25,2.5,1,1,20.23,1,0,True,CC1=CCC(CC1)(C(C)C)O,WRYLYDPHFGVWKC-UHFFFAOYSA-N,10.1080/10412905.1991.9697932
167,Nelumbo nucifera,(-)-Caaverine,267.33,2.81,2,3,41.49,1,0,True,COC1=C(C2=C3[C@@H](CC4=CC=CC=C42)NCCC3=C1)O,DUSFBAYEYGRYOT-CYBMUJFWSA-N,10.1007/S10600-011-9919-Z
167,Nelumbo nucifera,(-)-Lirinidine,281.36,3.15,1,3,32.7,1,0,True,CN1CCC2=CC(=C(C3=C2[C@H]1CC4=CC=CC=C43)O)OC,YXVXMURDCBMPRH-CQSZACIVSA-N,10.1016/J.BMC.2012.11.038
167,Nelumbo nucifera,(-)-higenamine,271.32,2.23,4,4,72.72,2,0,True,C1CN[C@H](C2=CC(=C(C=C21)O)O)CC3=CC=C(C=C3)O,WZRCQWQRFZITDX-AWEZNQCLSA-N,10.1016/J.BMC.2004.10.020
167,Nelumbo nucifera,"(1R,3aS,3bS,9aR,9bS,11aR)-1-[(2R,3E,5S)-5-ethyl-6-methylhept-3-en-2-yl]-9a,11a-dimethyl-1H,2H,3H,3aH,3bH,4H,5H,8H,9H,9bH,10H,11H-cyclopenta[a]phenanthren-7-one",410.69,8.01,0,1,17.07,5,1,True,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(C)C,MKGZDUKUQPPHFM-LPJPOILFSA-N,10.1007/S10600-011-9919-Z
167,Nelumbo nucifera,(6S)-dehydrovomifoliol,222.28,1.81,1,3,54.37,2,0,True,CC1=CC(=O)CC([C@]1(/C=C/C(=O)C)O)(C)C,JJRYPZMXNLLZFH-URWSZGRFSA-N,10.1016/J.BMCL.2013.04.013
167,Nelumbo nucifera,"(6S,9R)-vomifoliol",224.3,1.6,2,3,57.53,2,0,True,CC1=CC(=O)CC([C@]1(/C=C/[C@@H](C)O)O)(C)C,KPQMCAKZRXOZLB-KOIHBYQTSA-N,10.1016/J.BMCL.2013.04.013
167,Nelumbo nucifera,"(6aR)-1-methoxy-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline",265.36,3.45,0,2,12.47,1,0,True,CN1CCC2=C3[C@H]1CC4=CC=CC=C4C3=C(C=C2)OC,QJNKQDCTABVPGW-OAHLLOKOSA-N,10.1248/YAKUSHI1947.82.10_1458
167,Nelumbo nucifera,(E)-N-feruloyltyramine,313.35,2.48,3,4,78.79,6,0,True,COC1=C(C=CC(=C1)/C=C/C(=O)NCCC2=CC=C(C=C2)O)O,NPNNKDMSXVRADT-WEVVVXLNSA-N,10.1016/J.BMCL.2013.04.013
167,Nelumbo nucifera,"(R)-6-Methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline",235.33,3.44,0,1,3.24,0,0,True,CN1CCC2=C3[C@H]1CC4=CC=CC=C4C3=CC=C2,BZKUYNBAFQJRDM-MRXNPFEDSA-N,10.1016/J.BMC.2012.11.038
167,Nelumbo nucifera,(R)-N-methylcoclaurine,299.37,2.88,2,4,52.93,3,0,True,CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC=C(C=C3)O)O)OC,BOKVLBSSPUTWLV-MRXNPFEDSA-N,10.1016/J.BMC.2004.10.020
167,Nelumbo nucifera,(R)-Roemerine,279.34,3.17,0,3,21.7,0,0,True,CN1CCC2=CC3=C(C4=C2C1CC5=CC=CC=C54)OCO3,JCTYWRARKVGOBK-UHFFFAOYSA-N,10.1016/J.JEP.2005.09.025
167,Nelumbo nucifera,(R)-coclaurine,285.34,2.54,3,4,61.72,3,0,True,COC1=C(C=C2[C@H](NCCC2=C1)CC3=CC=C(C=C3)O)O,LVVKXRQZSRUVPY-OAHLLOKOSA-N,10.1016/J.BMC.2004.10.020
167,Nelumbo nucifera,(±)-limonene,136.24,3.31,0,0,0.0,1,0,True,CC1=CCC(CC1)C(=C)C,XMGQYMWWDOXHJM-UHFFFAOYSA-N,10.1080/10412905.1991.9697932
167,Nelumbo nucifera,(±)-nuciferine,295.38,3.46,0,3,21.7,2,0,True,CN1CCC2=CC(=C(C3=C2C1CC4=CC=CC=C43)OC)OC,ORJVQPIHKOARKV-UHFFFAOYSA-N,10.1080/14786419.2010.487188
167,Nelumbo nucifera,"1-benzyl-2-methyl-1,2,3,4-tetrahydroisoquinoline",237.35,3.46,0,1,3.24,2,0,True,CN1CCC2=CC=CC=C2C1CC3=CC=CC=C3,VKRKVLLLTIHDEF-UHFFFAOYSA-N,10.1016/J.BMC.2012.11.038
167,Nelumbo nucifera,"2-methyl-1,2,3,4-tetrahydroisoquinoline",147.22,1.67,0,1,3.24,0,0,True,CN1CCC2=CC=CC=C2C1,KYXSVGVQGFPNRQ-UHFFFAOYSA-N,10.1016/J.BMC.2012.11.038
167,Nelumbo nucifera,"5-[[(1R)-6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinolin-1-yl]methyl]-2-[[(1R)-6-methoxy-1-[(4-methoxyphenyl)methyl]-2-methyl-3,4-dihydro-1H-isoquinolin-7-yl]oxy]phenol",624.78,6.76,1,8,72.86,10,2,False,CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC=C(C=C3)OC)OC4=C(C=C(C=C4)C[C@@H]5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC,XARHOZCQSBWPOC-ROJLCIKYSA-N,10.1248/YAKUSHI1947.85.4_335
167,Nelumbo nucifera,"6,7-dimethoxy-2-methyl-1,2,3,4-tetrahydroisoquinoline",207.27,1.69,0,3,21.7,2,0,True,CN1CCC2=CC(=C(C=C2C1)OC)OC,TXPPKWZEHFNZOE-UHFFFAOYSA-N,10.1021/NP50045A036
167,Nelumbo nucifera,"6-methoxy-1-[(4-methoxyphenyl)methyl]-2-methyl-3,4-dihydro-1H-isoquinoline",297.4,3.48,0,3,21.7,4,0,True,CN1CCC2=C(C1CC3=CC=C(C=C3)OC)C=CC(=C2)OC,HHYXHNSYWAYIPS-UHFFFAOYSA-N,10.1371/JOURNAL.PONE.0081971
167,Nelumbo nucifera,7-Hydroxydehydronusiferine,309.37,3.71,1,4,41.93,2,0,True,CN1CCC2=CC(=C(C3=C2C1=C(C4=CC=CC=C43)O)OC)OC,FYQCXYMJSBZWPM-UHFFFAOYSA-N,10.1007/S10600-011-9919-Z
167,Nelumbo nucifera,Apigenin 6-C-glucoside 8-C-arabinoside,564.5,-1.75,10,14,250.97,5,3,False,C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C(=C3O2)C4[C@@H]([C@H]([C@@H](O4)CO)O)O)O)C5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O,TUIJPUWSXVFWSH-FBMRRHFKSA-N,10.1371/JOURNAL.PONE.0108860
167,Nelumbo nucifera,Astragalin,448.38,-0.24,7,11,190.28,4,2,False,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,JPUKWEQWGBDDQB-QSOFNFLRSA-N,10.1016/J.BMCL.2013.04.013
167,Nelumbo nucifera,Biorobin,594.52,-1.39,9,15,249.2,6,3,False,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,RTATXGUCZHCSNG-KYGWAIEOSA-N,10.1016/J.ACA.2012.02.051
167,Nelumbo nucifera,Cepharadione B,321.33,3.17,0,4,55.84,2,0,True,CN1C2=CC3=CC=CC=C3C4=C2C(=CC(=C4OC)OC)C(=O)C1=O,AFKGBLKLNRDQFN-UHFFFAOYSA-N,10.1007/S10600-011-9919-Z
167,Nelumbo nucifera,Dehydroanonaine,263.3,3.69,1,3,30.49,0,0,True,C1CNC2=CC3=CC=CC=C3C4=C2C1=CC5=C4OCO5,VNNKFCMTGJUPOQ-UHFFFAOYSA-N,10.1016/S0031-9422(00)84467-2
167,Nelumbo nucifera,Dehydroaporheine,277.32,3.71,0,3,21.7,0,0,True,CN1CCC2=CC3=C(C4=C2C1=CC5=CC=CC=C54)OCO3,YUWBTKIVDAWQHK-UHFFFAOYSA-N,10.1016/S0031-9422(00)84467-2
167,Nelumbo nucifera,Dehydronuciferine,293.37,4.0,0,3,21.7,2,0,True,CN1CCC2=CC(=C(C3=C2C1=CC4=CC=CC=C43)OC)OC,JBGSWIBJAGBGOP-UHFFFAOYSA-N,10.1016/J.BMC.2012.11.038
167,Nelumbo nucifera,Isoliensinine,610.75,6.46,2,8,83.86,9,2,False,CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC=C(C=C3)OC)OC4=C(C=CC(=C4)C[C@@H]5C6=CC(=C(C=C6CCN5C)OC)O)O)OC,AJPXZTKPPINUKN-FIRIVFDPSA-N,10.1021/JF501644T
167,Nelumbo nucifera,Lotusine,314.41,3.02,2,3,49.69,3,0,True,C[N+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC=C(C=C3)O)OC)O)C,ZKTMLINFIQCERN-QGZVFWFLSA-O,10.1016/J.JEP.2005.09.025
167,Nelumbo nucifera,Lysicamine,291.31,3.46,0,4,48.42,2,0,True,COC1=C(C2=C3C(=C1)C=CN=C3C(=O)C4=CC=CC=C42)OC,DPBMWJXWUINLQT-UHFFFAOYSA-N,10.1007/S10600-011-9919-Z
167,Nelumbo nucifera,Nuciferine N-Oxide,311.38,3.47,0,3,41.52,2,0,True,C[N+]1(CCC2=CC(=C(C3=C2[C@H]1CC4=CC=CC=C43)OC)OC)[O-],SAWSWZQULQPSLR-IWPPFLRJSA-N,10.1016/J.BMC.2012.11.038
167,Nelumbo nucifera,Nuciferoside,478.54,-1.85,7,11,178.53,7,2,False,CC1=C(C(CCC1)(C)C)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,WFJDTYSQBHCNGC-LWZURRPWSA-N,10.1248/BPB.33.267
167,Nelumbo nucifera,Quercetin 3-sambubioside,596.49,-2.08,10,16,269.43,6,3,False,C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)CO)O)O)O)O)O,NKFZLEYLWAFYEH-CJNLAGEVSA-N,10.1016/J.BMC.2004.10.020
167,Nelumbo nucifera,Syringetin-3-o-glucoside,508.43,-0.23,7,13,208.74,6,3,False,COC1=CC(=CC(=C1O)OC)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,JMFWYRWPJVEZPV-AVGVHVDKSA-N,10.1016/J.ACA.2012.02.051
167,Nelumbo nucifera,arbutin,272.25,-1.43,5,7,119.61,3,0,True,C1=CC(=CC=C1O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,10.1002/PTR.1847
167,Nelumbo nucifera,betulinic acid,456.71,7.09,2,2,57.53,2,1,True,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C(=O)O,QGJZLNKBHJESQX-FZFNOLFKSA-N,10.1055/S-2006-957705
167,Nelumbo nucifera,caryophyllene,204.36,4.73,0,0,0.0,0,0,True,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,NPNUFJAVOOONJE-GFUGXAQUSA-N,10.1080/10412905.1991.9697932
167,Nelumbo nucifera,geranylacetone,194.32,4.05,0,1,17.07,6,0,True,CC(=CCC/C(=C/CCC(=O)C)/C)C,HNZUNIKWNYHEJJ-FMIVXFBMSA-N,10.1021/JF902643E
167,Nelumbo nucifera,hyperoside,464.38,-0.54,8,12,210.51,4,2,False,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O,OVSQVDMCBVZWGM-DTGCRPNFSA-N,10.1016/J.BMC.2004.10.020
167,Nelumbo nucifera,isorhamnetin 3-O-glucoside,478.41,-0.24,7,12,199.51,5,2,False,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,CQLRUIIRRZYHHS-LFXZADKFSA-N,10.1371/JOURNAL.PONE.0108860
167,Nelumbo nucifera,isorhamnetin-3-glucuronide,492.39,-0.14,7,12,216.58,5,2,False,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O,VVZWHOMBDMMRSC-NTKSAMNMSA-N,10.1371/JOURNAL.PONE.0062291
167,Nelumbo nucifera,kaempferol,286.24,2.28,4,6,111.13,1,0,True,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,IYRMWMYZSQPJKC-UHFFFAOYSA-N,10.1016/J.BMCL.2013.04.013
167,Nelumbo nucifera,kaempferol 3-O-glucuronide,462.36,-0.15,7,11,207.35,4,2,False,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O,FNTJVYCFNVUBOL-ZUGPOPFOSA-N,10.1016/J.ACA.2012.02.051
167,Nelumbo nucifera,liriodenine,275.26,3.17,0,4,48.42,0,0,True,C1OC2=C(O1)C3=C4C(=C2)C=CN=C4C(=O)C5=CC=CC=C53,MUMCCPUVOAUBAN-UHFFFAOYSA-N,10.1016/J.BMCL.2013.04.013
167,Nelumbo nucifera,myricetin 3-O-alpha-D-glucopyranoside,480.38,-0.83,9,13,230.74,4,2,False,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,FOHXFLPXBUAOJM-QUCXHVEGSA-N,10.1021/JF900950Z
167,Nelumbo nucifera,myricetin 3-O-glucuronide,494.36,-0.74,9,13,247.81,4,2,False,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O,MBWOCQLTCWTIJE-ZUGPOPFOSA-N,10.1016/J.ACA.2012.02.051
167,Nelumbo nucifera,narcissin,624.55,-1.38,9,16,258.43,7,3,False,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O,UIDGLYUNOUKLBM-GEBJFKNCSA-N,10.1371/JOURNAL.PONE.0062291
167,Nelumbo nucifera,p-anisic acid,152.15,1.39,1,2,46.53,2,0,True,COC1=CC=C(C=C1)C(=O)O,ZEYHEAKUIGZSGI-UHFFFAOYSA-N,10.1248/CPB.59.947
167,Nelumbo nucifera,procyanidin B6,578.53,3.0,10,12,220.76,3,3,False,C1[C@@H]([C@H](OC2=C1C(=C(C(=C2)O)[C@H]3[C@@H]([C@H](OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)C6=CC(=C(C=C6)O)O)O,GMISZFQPFDAPGI-ZBRHZRBFSA-N,10.1021/JF040325P
167,Nelumbo nucifera,quercetin,302.24,1.99,5,7,131.36,1,0,True,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,REFJWTPEDVJJIY-UHFFFAOYSA-N,10.1016/J.BMCL.2013.04.013
167,Nelumbo nucifera,querciturone,478.36,-0.45,8,12,227.58,4,2,False,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O,DUBCCGAQYVUYEU-ZUGPOPFOSA-N,10.1016/J.BMC.2004.10.020
167,Nelumbo nucifera,rutin,610.52,-1.69,10,16,269.43,6,3,False,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,IKGXIBQEEMLURG-NVPNHPEKSA-N,10.1016/J.BMC.2004.10.020
167,Nelumbo nucifera,syringetin,346.29,2.3,4,8,129.59,3,0,True,COC1=CC(=CC(=C1O)OC)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,UZMAPBJVXOGOFT-UHFFFAOYSA-N,10.1016/J.ACA.2012.02.051
167,Nelumbo nucifera,tetrahydroisoquinoline,133.19,1.33,1,1,12.03,0,0,True,C1CNCC2=CC=CC=C21,UWYZHKAOTLEWKK-UHFFFAOYSA-N,10.1016/J.BMC.2012.11.038
167,Nelumbo nucifera,thalifolin,207.23,1.03,1,3,49.77,1,0,True,CN1CCC2=CC(=C(C=C2C1=O)O)OC,WPKMGEQXTYQXGI-UHFFFAOYSA-N,10.1016/J.PHYMED.2008.09.005
167,Nelumbo nucifera,trans-N-p-coumaroyl tyramine,283.33,2.47,3,3,69.56,5,0,True,C1=CC(=CC=C1CCNC(=O)/C=C/C2=CC=C(C=C2)O)O,RXGUTQNKCXHALN-BJMVGYQFSA-N,10.1016/J.BMCL.2013.04.013
167,Nelumbo nucifera,vanilloloside,316.31,-1.63,5,8,128.84,5,0,True,COC1=C(C=CC(=C1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,SIMPNXWTAVEOTO-RKQHYHRCSA-N,10.1248/BPB.33.267
168,Cassytha filiformis,(+)-Cassythicine,325.36,2.88,1,5,51.16,1,0,True,CN1CCC2=CC3=C(C4=C2[C@@H]1CC5=CC(=C(C=C54)OC)O)OCO3,MPWZJVCAMFAIGV-ZDUSSCGKSA-N,10.1021/NP970348G
168,Cassytha filiformis,(+)-Lirioresinol C,418.44,3.21,2,8,95.84,6,0,True,COC1=CC(=CC(=C1O)OC)[C@H]2[C@H]3CO[C@H]([C@H]3CO2)C4=CC(=C(C(=C4)OC)O)OC,KOWMJRJXZMEZLD-WJWAULOUSA-N,10.1021/NP970348G
168,Cassytha filiformis,(-)-salutaridine,327.38,1.94,1,5,59.0,2,0,True,CN1CC[C@@]23C=C(C(=O)C=C2[C@@H]1CC4=C3C(=C(C=C4)OC)O)OC,GVTRUVGBZQJVTF-ORAYPTAESA-N,10.1021/NP070564H
168,Cassytha filiformis,"(12R)-17-methoxy-5,7,19,21-tetraoxa-13-azahexacyclo[10.10.1.02,10.04,8.016,23.018,22]tricosa-1(22),2,4(8),9,16(23),17-hexaene",339.35,2.56,1,6,58.18,1,0,True,COC1=C2C(=C3C4=CC5=C(C=C4C[C@@H]6C3=C1CCN6)OCO5)OCO2,BLQMKAOCFLGRCD-GFCCVEGCSA-N,10.1071/CH9662331
